"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 12:59:49 GMT 2024","Mon Sep 09 12:59:49 GMT 2024","213","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:14 GMT 2024","Mon Sep 09 12:59:14 GMT 2024","657","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:04 GMT 2024","Mon Sep 09 12:59:10 GMT 2024","6178","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 12:59:26 GMT 2024","Mon Sep 09 12:59:29 GMT 2024","3309","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 12:58:54 GMT 2024","Mon Sep 09 12:59:00 GMT 2024","5802","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:00:54 GMT 2024","Mon Sep 09 13:00:54 GMT 2024","188","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 12:58:45 GMT 2024","Mon Sep 09 12:58:46 GMT 2024","1109","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:22 GMT 2024","Mon Sep 09 12:59:23 GMT 2024","998","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:36 GMT 2024","Mon Sep 09 12:59:37 GMT 2024","411","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:46 GMT 2024","Mon Sep 09 12:59:46 GMT 2024","396","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 12:59:32 GMT 2024","Mon Sep 09 12:59:33 GMT 2024","630","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:42 GMT 2024","Mon Sep 09 12:59:43 GMT 2024","816","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
"broken","Mon Sep 09 12:59:49 GMT 2024","Mon Sep 09 12:59:49 GMT 2024","0","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:58:51 GMT 2024","Mon Sep 09 12:58:52 GMT 2024","529","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 12:59:18 GMT 2024","Mon Sep 09 12:59:19 GMT 2024","641","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
