"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 13:32:15 GMT 2024","Mon Sep 09 13:32:15 GMT 2024","247","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:32:07 GMT 2024","Mon Sep 09 13:32:08 GMT 2024","1116","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:31:48 GMT 2024","Mon Sep 09 13:31:49 GMT 2024","1035","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:31:12 GMT 2024","Mon Sep 09 13:31:13 GMT 2024","1381","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:32:18 GMT 2024","Mon Sep 09 13:32:19 GMT 2024","365","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:31:21 GMT 2024","Mon Sep 09 13:31:27 GMT 2024","6613","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:31:16 GMT 2024","Mon Sep 09 13:31:17 GMT 2024","792","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:31:52 GMT 2024","Mon Sep 09 13:31:57 GMT 2024","4196","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:32:22 GMT 2024","Mon Sep 09 13:32:22 GMT 2024","188","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:31:30 GMT 2024","Mon Sep 09 13:31:36 GMT 2024","6193","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:32:00 GMT 2024","Mon Sep 09 13:32:01 GMT 2024","811","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:31:44 GMT 2024","Mon Sep 09 13:31:45 GMT 2024","720","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:32:11 GMT 2024","Mon Sep 09 13:32:12 GMT 2024","479","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 13:31:40 GMT 2024","Mon Sep 09 13:31:40 GMT 2024","837","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 13:32:04 GMT 2024","Mon Sep 09 13:32:04 GMT 2024","492","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
