"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 14:06:07 GMT 2024","Mon Sep 09 14:06:09 GMT 2024","1392","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"broken","Mon Sep 09 14:06:59 GMT 2024","Mon Sep 09 14:06:59 GMT 2024","0","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:06:26 GMT 2024","Mon Sep 09 14:06:33 GMT 2024","6520","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 14:06:51 GMT 2024","Mon Sep 09 14:06:55 GMT 2024","3735","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 14:08:20 GMT 2024","Mon Sep 09 14:08:20 GMT 2024","198","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 14:06:16 GMT 2024","Mon Sep 09 14:06:23 GMT 2024","6603","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 14:08:12 GMT 2024","Mon Sep 09 14:08:12 GMT 2024","165","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:06:43 GMT 2024","Mon Sep 09 14:06:43 GMT 2024","744","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:06:58 GMT 2024","Mon Sep 09 14:06:59 GMT 2024","746","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:08:04 GMT 2024","Mon Sep 09 14:08:05 GMT 2024","1230","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:08:17 GMT 2024","Mon Sep 09 14:08:17 GMT 2024","349","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:06:39 GMT 2024","Mon Sep 09 14:06:40 GMT 2024","930","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:06:12 GMT 2024","Mon Sep 09 14:06:13 GMT 2024","842","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"failed","Mon Sep 09 14:06:47 GMT 2024","Mon Sep 09 14:06:48 GMT 2024","1049","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 14:08:08 GMT 2024","Mon Sep 09 14:08:09 GMT 2024","487","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
