"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 16 15:59:07 GMT 2024","Mon Sep 16 15:59:13 GMT 2024","5701","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"broken","Mon Sep 16 15:57:44 GMT 2024","Mon Sep 16 15:57:44 GMT 2024","0","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:57:23 GMT 2024","Mon Sep 16 15:57:24 GMT 2024","725","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:59:29 GMT 2024","Mon Sep 16 15:59:30 GMT 2024","483","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 16 15:57:27 GMT 2024","Mon Sep 16 15:57:34 GMT 2024","6757","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 16 15:58:53 GMT 2024","Mon Sep 16 15:58:54 GMT 2024","948","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:59:25 GMT 2024","Mon Sep 16 15:59:26 GMT 2024","1088","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:59:21 GMT 2024","Mon Sep 16 15:59:21 GMT 2024","489","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:58:49 GMT 2024","Mon Sep 16 15:58:50 GMT 2024","642","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:59:33 GMT 2024","Mon Sep 16 15:59:33 GMT 2024","209","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:57:17 GMT 2024","Mon Sep 16 15:57:18 GMT 2024","1215","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:57:38 GMT 2024","Mon Sep 16 15:57:44 GMT 2024","6473","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 16 15:59:37 GMT 2024","Mon Sep 16 15:59:37 GMT 2024","335","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 16 15:59:40 GMT 2024","Mon Sep 16 15:59:40 GMT 2024","194","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 16 15:59:17 GMT 2024","Mon Sep 16 15:59:17 GMT 2024","766","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
