"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 07:52:18 GMT 2024","Mon Sep 09 07:52:19 GMT 2024","155","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:51:18 GMT 2024","Mon Sep 09 07:51:19 GMT 2024","525","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:51:22 GMT 2024","Mon Sep 09 07:51:27 GMT 2024","5898","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:51:52 GMT 2024","Mon Sep 09 07:51:55 GMT 2024","3488","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:52:02 GMT 2024","Mon Sep 09 07:52:02 GMT 2024","433","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:52:05 GMT 2024","Mon Sep 09 07:52:06 GMT 2024","989","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:52:12 GMT 2024","Mon Sep 09 07:52:12 GMT 2024","169","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:51:40 GMT 2024","Mon Sep 09 07:51:40 GMT 2024","657","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:51:31 GMT 2024","Mon Sep 09 07:51:37 GMT 2024","5921","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:51:58 GMT 2024","Mon Sep 09 07:51:59 GMT 2024","646","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:51:47 GMT 2024","Mon Sep 09 07:51:48 GMT 2024","959","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:52:09 GMT 2024","Mon Sep 09 07:52:09 GMT 2024","391","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:51:14 GMT 2024","Mon Sep 09 07:51:15 GMT 2024","1253","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:51:44 GMT 2024","Mon Sep 09 07:51:44 GMT 2024","581","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:52:15 GMT 2024","Mon Sep 09 07:52:16 GMT 2024","349","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
