"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 07:27:01 GMT 2024","Mon Sep 09 07:27:02 GMT 2024","532","tests","test_register_login","TestRegisterAndLogin","","","test_invalid_login","
        Login user with incorrect email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"broken","Mon Sep 09 07:26:04 GMT 2024","Mon Sep 09 07:26:04 GMT 2024","0","tests","test_checkout","TestCheckout","","","test_register_before_checkout","Test user registration before checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:25:49 GMT 2024","Mon Sep 09 07:25:50 GMT 2024","1421","tests","test_cart","TestCart","","","test_add_product","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:27:17 GMT 2024","Mon Sep 09 07:27:17 GMT 2024","365","tests","test_subscription","TestSubscription","","","test_subscription_in_cart_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:27:14 GMT 2024","Mon Sep 09 07:27:14 GMT 2024","209","tests","test_subscription","TestSubscription","","","test_subscription_in_home_page","
        Test subscription in home page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:27:10 GMT 2024","Mon Sep 09 07:27:10 GMT 2024","499","tests","test_register_login","TestRegisterAndLogin","","","test_register_user_with_existing_email","Test user registration with existing email
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:25:58 GMT 2024","Mon Sep 09 07:26:04 GMT 2024","6658","tests","test_checkout","TestCheckout","","","test_register_while_checkout","Test user registration while checkout
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:26:47 GMT 2024","Mon Sep 09 07:26:48 GMT 2024","949","tests","test_products","TestProducts","","","test_product_search","
        Search for product
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:26:39 GMT 2024","Mon Sep 09 07:26:40 GMT 2024","726","tests","test_contuct_us","TestContactUs","","","test_contact_us_form","
        Test contact us form
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:27:20 GMT 2024","Mon Sep 09 07:27:21 GMT 2024","205","tests","test_test_cases","TestTestCases","","","test_test_cases","Proceed to test cases page
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:25:54 GMT 2024","Mon Sep 09 07:25:55 GMT 2024","604","tests","test_cart","TestCart","","","test_product_quantity","
        Add product to cart
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:26:43 GMT 2024","Mon Sep 09 07:26:43 GMT 2024","663","tests","test_products","TestProducts","","","test_product_detail","
        Verify All Products and product detail page
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:26:51 GMT 2024","Mon Sep 09 07:26:54 GMT 2024","3711","tests","test_register_login","TestRegisterAndLogin","","","test_register_user","Test user registration
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Mon Sep 09 07:26:57 GMT 2024","Mon Sep 09 07:26:58 GMT 2024","785","tests","test_register_login","TestRegisterAndLogin","","","test_valid_login","
        Login user with correct email and password
        :param test_setup: setting up the browser and page objects
        :return:
        "
"passed","Mon Sep 09 07:27:05 GMT 2024","Mon Sep 09 07:27:06 GMT 2024","1143","tests","test_register_login","TestRegisterAndLogin","","","test_logout","
        Logout user
        :param test_setup: setting up the browser and page objects
        :return:
        "
